t_1,t_2
24.4073769431,52.6006406165
57.7870608621,63.0565429948
21.9872501273,43.9981635957
24.2956043881,111.030100561
18.2534900388,73.5199233926
17.9170482614,25.9244570787
7.64396411889,119.574390847
66.4991283327,NA
56.7642231243,75.8540251664
13.5170008836,33.4976830893
1.48258026523,91.9553058876
40.1122235224,82.2630858762
22.7880224592,53.3486142331
1.00004665981,29.8233810162
154.91907238,NA
21.0331376364,27.3375472396
62.3588894019,NA
22.9200492612,45.3726138348
26.8985660367,29.0273079401
1.3442774115,47.9351224333
87.5152521369,NA
57.4067563984,89.8567917452
24.3393809876,29.0584439609
45.0862753972,48.7326172091
55.1882561257,NA
0.555585985475,28.4468523231
31.0411501357,92.077511863
72.2278492755,90.4231857522
34.0509978646,54.5298260026
31.1280967569,50.7118603382
17.8915639822,41.2339018752
7.53519706731,24.6797532696
23.7294993067,77.887465044
87.9782313206,111.617881587
94.5813984079,117.966757749
5.19243622728,NA
8.42064612017,10.6833113193
25.5025532754,37.8820939161
111.152389573,274.652010616
20.6470629832,45.0524462545
96.0329943908,97.3075496475
45.7711180401,59.3640615902
13.9552911287,31.3262259502
108.658468704,127.807231321
34.0700596047,60.5751596916
36.9471258288,46.7005478752
0.916360336227,37.5140860511
8.72494629872,10.949523474
70.5037000494,154.236124997
0.628806871108,NA
88.8008614007,100.307663637
31.3894569488,92.0020416052
42.2105830831,58.7719243991
66.9339150234,108.058891381
45.5498063313,111.837912916
20.4487533177,23.4483001349
21.6753001872,38.4906235886
51.5586561712,NA
12.1450373038,61.9339722767
54.9583486581,86.6122051302
6.56797687566,54.5691401669
34.1215861575,34.6593163075
14.6442878463,118.645185348
29.3194524633,53.8088101596
107.978777755,141.845565326
7.06887864774,41.484511205
20.9808746524,53.1242723572
9.51926531407,132.966715859
107.723225942,NA
8.17537042878,351.472905271
82.6426045318,NA
57.3832925713,99.8198559435
12.2087791107,42.1826874234
4.43895608951,13.5627764835
51.7258366587,86.5142060301
43.8789602502,67.8864224951
88.4314445006,91.1003513036
39.5999238748,50.8239287119
11.7323700436,34.4277455611
71.1596447334,249.270059369
7.0699157207,45.9069066196
18.736740747,69.8568112682
69.6733448591,130.085767878
41.1041134583,54.2248362122
0.744894616233,48.858297778
26.3611122257,71.7490834975
2.55742580016,15.7292776169
20.0149441467,85.5836963732
34.769897707,99.6203980415
65.9337627754,71.6962157203
40.2540261897,43.4115777954
2.08126772398,51.6911094723
27.0078903098,56.5892875365
79.8280535592,100.130261554
42.3476568184,67.946369036
22.3812313972,33.5957689939
42.6129788567,62.5602555024
74.9650945258,76.8701969663
8.61074334659,42.1543376271
22.6716257282,23.8142196784
15.3297494062,49.6460838011
18.7676600333,NA
63.9806539099,NA
90.8321499983,NA
16.3224191086,61.8223184217
5.72594269285,215.985900586
10.0200116497,25.0943428318
15.7935979035,33.2716295413
2.36849307405,44.3171488442
23.8500872841,32.1656393265
1.27989958436,14.6366890856
17.1082524811,39.8840233356
13.7600203442,NA
11.6644214867,NA
9.71930732859,72.0583573618
29.0900504447,30.2348825117
31.4827866232,NA
19.4889105722,23.4738472759
34.252383471,201.041736642
1.3262813571,26.5014977793
49.9634080328,50.9206375349
22.2598179823,104.844597957
30.1383529047,59.5720491353
44.544274134,204.202088606
5.18915596622,20.0274227242
25.919804999,91.6442625249
128.032884802,137.812832783
57.0441760207,96.4015723884
9.397303142,18.2147630975
84.7789838044,NA
32.0285107926,55.9437181832
9.01953332571,102.421937123
2.25103752676,83.2459470559
43.4224858316,49.6263113444
92.2602538764,101.73036593
44.271066456,64.7365108117
27.0128253167,49.8573041171
48.5783286843,64.9496674644
42.9215379889,57.1065057041
22.4468453697,32.8908334912
3.59186415585,40.0892701476
18.6790722566,41.0972007881
42.0867579511,88.71765825
21.9878166848,45.9304699949
5.53198001694,NA
14.8114932481,NA
5.47172987922,NA
16.2750518653,20.2896067133
11.3351115598,40.877684732
42.2278258366,45.1116550032
68.4361512874,92.4558187839
98.9351095982,114.369018104
97.8055788702,378.609685735
12.7297386827,50.5623172021
18.5589454117,27.4101625832
16.2271195694,28.6897945524
22.047242414,70.4753896832
1.94728136896,21.5303451466
19.8316605512,49.6563153221
80.1046860475,81.3377392099
25.7129512742,30.8997827749
51.6976880484,98.3062857949
66.4612015931,95.4941700964
24.1617159832,25.0493171191
19.9084975166,45.6355106024
18.1861744738,43.2212807771
27.6329458224,115.939729743
60.9223968882,65.4545692678
19.718912588,60.0437106799
31.816925216,35.5865595845
97.8138492679,162.822257861
71.3242316121,87.4867464369
1.52747954732,19.800676921
12.2496278466,66.6688202908
38.7737290673,87.2489779002
60.1107418038,71.765832468
3.29438087803,35.5208022027
32.5251369105,NA
5.4080924998,45.2938566866
10.2573498152,46.8465703709
20.8399214087,24.3808611362
31.9500733078,46.1341987037
5.4624639438,43.9381401934
41.8537081124,NA
13.8762871225,85.4704199866
45.8598732703,70.6316060622
15.2917520235,33.5699423281
54.1623204561,55.639658692
37.5075170836,209.580944942
34.5491304098,42.9266078597
8.18971797051,NA
118.910524885,122.416000218
44.9600029151,62.4296006432
25.0954768729,NA
63.4067150554,98.3458510063
53.0863521211,129.128600633
60.417522293,76.5051583801
73.612732774,126.43492396
18.1565843323,NA
31.3668670484,NA
29.7912754488,93.2571998034
83.0360885838,152.135831227
95.4335683235,116.632646757
19.4392193348,48.3858897186
99.583014171,104.120824952
285.477442605,NA
19.6947516602,79.8169841399
86.3173481356,156.881995475
50.5493976799,67.2650834626
43.3443400138,220.395198543
44.4448356315,45.1199888792
6.44959691014,28.4832860386
25.9195992368,46.5093245865
4.7682018717,56.149583461
0.894314114086,NA
16.1707664587,NA
2.35872060474,274.051749569
17.9540856134,31.7383544185
5.5217732483,45.1132968506
21.1157344743,53.1776741754
68.2352631518,NA
51.8099098794,75.7326155193
5.85752656034,14.2070027472
13.6461411034,22.5570094272
33.726823651,86.1801903113
57.749326579,101.985708875
52.9520066466,57.1524007532
88.7983520112,94.9049883688
56.0818544292,84.7846901198
28.1879547332,NA
19.9234041418,30.4443194333
22.2010740499,42.4527840225
36.6315474882,73.5475118512
8.91193406227,72.9103362238
3.09337620601,18.996222519
35.5415962035,58.017394596
63.5739665235,140.177009022
26.7873763085,102.426862987
58.508954485,301.272065347
77.0263477223,85.3136794088
26.1272982034,69.9732968628
58.636629392,131.580202561
0.943268652388,107.40261182
15.5071997136,79.0214245826
70.1187325603,85.6063229723
10.3111403266,175.752282419
0.567737303724,38.2093310816
2.88074875603,68.3881699334
10.9825598149,88.6460768837
53.1551523773,54.9928903592
19.9278233661,88.3194720495
7.35364653422,20.6517623472
11.9263331484,16.2493439794
32.0404374363,42.3065435582
1.54298101649,30.0310560412
45.6136995496,101.567249958
31.1528163502,39.3310494775
24.4643190578,197.624995631
30.6569962542,49.7397581544
46.1490038924,88.3888927327
51.9762467847,88.599791478
16.8684775417,27.3581483649
58.9210668046,96.318936096
20.8367579645,55.1272314528
43.5079824621,88.6056627249
107.177615086,118.158955159
31.1009119449,53.7096916104
34.7335239802,36.6510146367
5.92836245502,18.2669407764
NA,NA
70.3910630157,77.6853286619
103.303065825,NA
64.1476826133,103.30250365
19.1278836879,49.6880628142
7.6825193767,14.7310204067
97.9385027245,135.601695416
31.2068551117,65.4182365997
3.95997307035,31.2522475625
14.6549047885,161.659631031
62.3377944533,65.071629544
100.463862486,NA
4.28521213833,166.974891762
55.6083728272,NA
33.7035522126,42.4858622703
33.9896414877,41.0219129058
106.902126212,NA
7.57441745154,12.4704673923
6.93406612217,66.671769328
2.4086325945,13.9611581779
11.506745868,30.5657824508
26.9272767512,34.8919529735
14.8806246262,22.7453685172
2.30987420712,23.4018813612
41.124992973,NA
43.5445522023,67.1799304298
41.0127517424,104.35486078
29.9746038119,45.1566298416
31.276614281,69.0103292626
105.206059079,109.643773631
84.416566898,138.06686943
92.8606238135,NA
2.4415382465,NA
16.8282829865,33.3483343495
27.3796851418,33.4729786889
121.106077346,NA
60.4734150441,124.559832691
12.2793251858,63.8857882838
15.7861735394,90.233684634
5.30663883594,71.9023973629
13.7827609525,28.0622578122
28.1429102242,NA
42.3932967294,42.5897521713
16.5910794456,NA
31.8250181191,63.9800193089
14.3512299825,48.1787790521
9.99528548994,121.863766681
18.6737197887,113.296160314
17.5823018052,19.4236575424
0.730305336236,NA
1.80156638341,NA
32.4412416985,36.8813160027
73.1579214622,75.0016212805
2.88004903644,72.5233436407
123.418238989,NA
42.9986279941,67.4458970191
3.52128892857,37.2498750622
8.19738892748,68.953841084
52.1082956946,NA
93.9669519507,128.8625922
26.3125577187,36.0044845946
57.1497048939,75.6393487253
5.3026381627,NA
4.15118495194,24.0791079323
18.6020712066,89.396130635
45.1603417923,52.3875945765
5.90115130145,64.0256988504
62.7590774394,75.8965914295
30.3345368085,82.3032142064
4.06976863033,412.459266465
12.8246458732,32.3414931831
10.4717748052,147.594783414
24.312227286,41.0971338833
1.27569154203,47.7997453204
10.8012116566,11.2105660974
87.9828548604,NA
3.68628457063,23.1055981849
17.8599599527,34.18574198
45.1133411356,85.9193467693
24.4337191066,27.1320406612
57.0368001825,71.4886587741
8.66549586453,87.7762839456
3.77523557149,12.8882520372
48.204591909,55.2347325438
20.9361617091,33.6291860977
26.9570126955,59.8069066564
4.26384632706,NA
17.134472884,67.1327366695
40.3698288826,63.1789295277
61.5690562654,69.2933874862
23.8758048629,NA
2.22249042727,41.4122491255
32.5567923736,NA
13.2873971188,15.8271443002
56.3233358324,78.8186077997
23.1135085376,41.837408422
17.3441519262,39.9904876523
34.1461580108,88.024322114
3.01778779527,53.073212249
59.7331629585,261.677808591
34.7057234005,NA
14.5542174939,36.5976545448
77.2519131822,94.4689104179
26.4738212145,80.1964563652
48.2345260273,88.7624538073
19.746882556,67.8954657459
23.7191771662,77.2692303353
91.8129311711,109.027880085
19.2168389216,66.1363926645
52.0786080242,89.0120968794
183.083728421,323.375852978
41.1902334056,60.570768982
35.8603800995,70.5845471361
35.774555045,61.5823389038
2.70523874114,7.03689353451
35.8602336653,92.9615220133
26.9903633624,NA
23.8279206567,34.1588013855
30.6369506211,NA
96.2992217538,256.89000191
110.188639464,134.396149413
49.273196277,50.8511766515
1.58802896331,69.1850023632
56.6371242263,93.6809806808
5.68082192183,15.3284681896
37.3877469325,NA
40.6651136385,54.4083522116
66.2736654207,71.0073568013
20.9323009522,100.146676066
4.68765166309,28.2568348194
48.6244049831,250.984595495
5.09531512793,31.828508318
8.93469748798,31.9681506786
1.21840032787,43.9103433777
68.4061283078,97.3858537102
NA,NA
69.1164854568,187.26196194
110.746170002,181.521075888
49.262310015,85.120756213
45.4168733982,113.971180441
68.3111958818,113.738334526
54.5262184296,55.0643326328
39.2593428274,63.7694562569
11.2205198759,31.3676164222
58.6653663262,119.605999373
129.989423962,137.891252551
6.82489752745,30.9044156977
6.12385672413,30.0000590327
34.1320050667,64.0129351099
159.650312142,215.280303741
14.8274234694,92.6679330922
2.77255620191,10.0658483325
22.965124354,34.8537231178
166.016092431,205.387850365
0.253114366547,4.60465729966
46.6592765939,92.7789738726
14.7179680713,81.3746714201
63.6964170798,143.521829955
21.7287689182,72.1151569407
43.4694973071,67.4966627349
15.3404608034,49.7215704383
11.7418916476,34.7580701004
74.5169551831,NA
16.8533304737,25.8126021747
0.31434700695,2.70016424765
33.2378947224,103.248029696
119.230407244,121.319975451
26.4034058126,26.8597018724
43.8287970288,101.153930373
61.8658715682,89.8325346154
48.7076756206,62.8188990847
24.9359161115,74.9700339275
2.05075450301,25.5650823749
13.649336573,26.3347681918
49.4350371562,73.2366906491
44.9290009983,86.4801463873
124.193947134,125.424611862
27.2810804574,105.692609643
39.6974685448,81.9453605568
60.2847833692,NA
62.3326294896,68.392178504
18.9008405934,72.6858967308
0.968457864912,10.6163140632
26.7658591105,101.474172459
25.0126311737,43.9084967392
30.6809018229,58.1500250543
13.2330824429,22.383062017
30.709780215,32.7370424999
25.0711703084,50.2232921916
14.5142077137,43.5126653655
5.65403797548,NA
20.5282773545,46.7096677729
70.5445468274,133.595826477
51.4044170506,56.5195342859
0.826875921785,37.9031180669
34.5617059143,93.9255758783
106.42308452,128.743794866
22.9851049831,38.4095335982
60.6381213576,NA
38.3826529238,108.314274127
1.54605513708,42.4654397903
67.0925606961,83.3644793935
131.876468878,140.332299748
9.59842604658,28.9755211836
13.6648332981,153.741048612
54.4745593421,86.4505594941
9.20485459638,131.250384668
25.3333713811,61.175012707
56.6604816453,80.0054291582
3.38278842082,49.5501734989
61.1568615691,77.8064121367
9.77230487926,35.0149115677
9.45222333377,70.0372825481
11.5912843744,35.4453869751
2.10977481423,58.3345600726
6.20968879787,41.5606303261
63.7942712705,74.1236174202
6.55297949403,17.1308829737
49.6898597134,85.9350585176
19.7863751036,62.4665602996
0.558048371248,111.063046176
4.27003812355,22.1535268804
72.2139529406,242.282644861
3.38080806487,21.4692576606
4.92657635993,25.4099791232
69.1270726184,86.5760086021
109.271005832,117.365976333
22.6869173876,98.4040762498
17.7682782958,72.5811425244
0.438131925334,58.2352397936
16.9809688591,20.7910794736
15.6301024733,44.5393932546
6.1442934101,19.87063037
34.7459375057,50.997291159
75.6660136553,NA
118.83750315,123.770168739
17.5068447276,84.2036047439
77.8881727093,78.2034596134
67.0783646245,98.9035411729
4.25128253989,14.5440189033
38.2470661136,64.0969370402
23.5035545906,59.0074546318
0.191152286304,12.7359152751
36.1702548123,106.372711863
48.404173886,48.7055992325
16.7562731161,85.1431311688
52.9757770628,55.2954603803
97.0949388547,NA
20.3966554814,46.9741386909
13.480620797,180.877670629
118.146045762,163.188348532
16.7085397287,NA
6.68860578219,39.804959877
21.6759631978,53.7945178427
21.018928749,30.8764249651
181.509451677,186.436995689
20.7413113287,31.1252572872
13.9712392579,79.6175182729
13.6230669491,14.7563223481
11.3122875339,25.0005495665
16.6838679359,21.0462252576
59.1309711897,95.551459603
57.5913642625,NA
83.2972807303,185.673566492
59.439598119,102.034321367
27.5736795964,54.7274487654
74.5165170789,83.7980318671
4.4989013035,NA
31.3442510892,42.3821623216
74.5570967483,210.794006907
2.40199962179,126.326297343
11.039614134,57.8049575765
33.1082398926,72.6806989419
26.99226736,48.9003081812
19.982221541,71.3313799315
48.1537359801,84.7020164798
15.0346239096,23.6057944475
26.6917638232,33.3175966345
36.3366280829,99.2611405034
25.8307993249,41.9749527721
26.2320787548,141.331015276
9.48362052321,50.1794542422
1.0515082062,28.6824749151
38.476964898,141.797116176
1.42653708026,NA
53.767163427,71.1820223599
152.010855135,196.252548311
95.4939896001,108.091656009
155.599057405,NA
7.0577092648,8.2726976061
1.41181829864,29.0868736209
57.4474008063,155.245040372
23.3427857257,72.472929197
31.5672912337,NA
3.57287270204,11.9943407938
27.3491556996,33.9734447973
3.22244568086,15.7585557061
2.19080107474,11.8139697599
14.6477914197,151.874510955
39.0310243864,61.9463069427
16.8407153634,30.2556457904
50.6477621747,84.0649822994
53.6356874649,272.665683807
12.428066828,18.8620010308
42.7664393365,44.9806668609
31.0492234341,69.7486787719
147.010114181,216.981542567
82.4089749336,NA
0.645610362374,60.7809301434
317.512103671,357.160486869
33.8448238373,54.7845435071
48.5457551873,54.0216294274
0.735217879982,47.1642270376
16.8522890382,21.6351037269
20.5856885549,55.7694128923
1.88712314124,238.099970602
3.26798663392,14.2325304401
1.30161672174,7.97882050429
22.5898298599,43.8487944036
47.5277266556,49.0323645209
31.5010758198,177.476347113
15.6402386935,52.6191137632
97.4501938073,NA
39.3124264211,95.1652544996
53.7067601036,53.7358691148
40.2452514669,40.9912833045
2.69290550887,4.49644537454
5.37366929918,48.0317051959
2.10852345524,46.0255243077
5.78027636201,13.2876402952
10.0910643956,12.1342891741
5.36648543215,21.5506148851
13.7368285587,37.4253911404
14.0337559969,28.3736920841
6.64199630442,24.0524449108
59.5237196072,135.256135259
25.6693673386,NA
11.7739433118,14.5258419357
49.8931567333,60.2272899546
33.9045732924,40.2275271655
13.7510313107,38.4394555813
22.7225869567,29.2147284055
12.8266068553,53.9759193846
6.9492551162,NA
28.7770312407,65.632594302
22.7656795619,25.3344126963
19.6152255005,24.3643582175
57.8371421275,111.624382415
65.0689233046,65.5960962538
76.9093366817,79.7090038525
61.3528446407,180.517318381
21.3633065897,23.0598650604
14.5819915963,NA
57.6768459813,61.4327411117
26.2710773958,107.396233262
31.1619747309,37.5133881131
115.96232134,291.294757063
45.4672769389,48.4317357271
38.9204781165,85.1427408506
2.30788403735,25.1392521958
22.0674810301,34.9950511219
17.9483714912,31.7974218146
2.89212279533,7.45226289251
43.7876636275,48.4434200816
55.957727307,75.6711123004
6.5950388541,63.1265732391
23.0490412291,31.100908732
51.1914803002,79.5266053923
12.7059774745,14.8385366589
22.1435912885,131.134321268
93.4177759908,105.224675402
24.308395697,78.4233254219
5.500076098,304.463558262
124.807343303,160.172837705
28.3133915069,243.41109336
22.7357834873,NA
5.34875463202,20.6466106192
3.43270412179,52.1749024842
46.7012516319,47.6878880421
11.5176522542,81.7364791398
16.8723539719,24.3541607642
13.4619101094,24.7524649606
21.429499483,68.2025735235
5.35285711537,13.1549961406
9.93049996267,28.2194335015
32.3440633376,NA
9.7967075279,76.3023184733
65.6776836862,75.9442466329
11.7630346825,29.0459956102
20.516487876,33.1300226962
0.846178881692,17.6234572549
27.8906760976,82.1870573113
69.5260418766,111.8278756
47.3833873061,67.5587201051
118.081228636,177.081391952
57.5796948796,88.4669580509
45.6056887394,113.103314743
25.7193155511,55.8668925588
35.3017914348,38.936039554
19.1522600583,41.1377890116
62.5093948525,118.662359578
22.1039857746,68.3207962161
4.48703469483,19.0165935645
7.3518931442,24.5874562538
1.92305475772,70.6963405788
28.8851297651,47.3756794713
15.7403388782,31.8590765649
49.5155024172,81.4925026775
31.8331504791,75.3686426
14.7721839104,42.063899918
8.14545694833,26.8018631657
30.0176562603,65.8973003887
33.9870350076,34.4969847206
52.5373063178,59.3327591564
18.8517749807,19.4711552959
36.6490681564,43.234341618
27.9540710532,42.9503398224
82.0392032702,172.650572052
32.1149704777,NA
233.612423557,NA
96.1040570274,NA
14.7847710327,95.9599597057
35.7162412672,NA
22.7655122236,44.3029833343
27.3569259798,109.5640023
2.40466078763,30.2640533584
61.8551069174,102.911257732
1.0346290849,9.95970543235
33.3114337804,NA
1.62980066536,62.0719796368
18.9659034989,47.5637466842
42.4694228066,51.7275127932
44.4381212627,NA
6.42870704856,32.6658139864
6.60456365181,16.7971351953
72.1220648752,79.8566093038
12.6581131169,18.2864844136
10.4153044632,83.9803220573
29.2205705536,NA
20.994856745,43.7087298499
11.8990475687,20.8336690931
55.1450317301,117.434009592
22.2913962783,NA
32.6356057022,54.2606051316
57.5183827062,100.376806787
20.98963451,21.3457209048
35.7108144523,65.5184344257
84.240332626,117.761924597
63.0403788106,69.1278416052
14.3793026402,39.0032806556
0.88076787564,43.1309068162
55.0523931264,132.02115904
24.6447225365,59.8953866026
27.6329767238,41.3370507429
22.7725908165,58.2766168021
25.0935487814,26.0577989349
41.5311130748,47.2702914664
22.1961522191,224.296082142
7.85327597012,8.80366104572
6.45938281088,36.3303011934
12.0262917628,20.1987500861
43.8918880606,NA
23.2416058242,71.1695385858
18.6105363092,153.828764377
2.42420413156,23.4681567326
43.650242164,71.716304475
44.6431230903,62.209005399
13.3770444472,68.3142592768
13.7122000581,14.0870597954
6.11116559023,9.96713325259
25.8672375509,92.3545758279
10.797927161,72.4334690484
15.8186164819,21.5502248959
17.102604778,183.856388407
11.1423310526,19.3910207916
11.4294967644,30.2806452962
6.03377590157,6.92032485237
25.322361043,72.263863926
8.8602073014,27.5672223708
22.4333084164,68.6830957289
88.4187154734,93.1645180484
25.9781228636,28.6612822844
48.2973143017,137.359327696
168.495759034,290.974808756
15.3202242656,63.6387676688
116.803105386,122.300727934
2.35304486509,56.5095009889
46.6425510976,55.5579597615
42.3776357253,53.851015437
12.9554826996,30.2294244781
52.8546220843,65.4009681522
71.7220933288,75.0146101028
34.0978901364,102.999141729
20.2704680034,79.4213605426
19.9579313319,41.3916466791
180.13186699,199.317168552
28.8521894038,NA
8.69989518946,8.84879012104
16.2481298446,54.5495646975
16.7549904251,28.093311611
14.8480073317,48.3379482441
3.55945486935,32.5770429533
3.46577992488,86.0644346809
25.4332422556,58.5867394484
20.5379584946,27.4973025545
19.3936551335,214.483171578
7.94654719058,19.8515888823
9.85834656138,28.7529118446
8.2015775921,60.0406435162
110.909638036,NA
11.4832691739,39.9139461377
54.6419881093,73.6128413099
7.46328206525,NA
1.16812003188,57.1618294114
10.9998241366,74.2137741074
35.7079044891,42.1742830374
107.215556335,132.539981599
93.1722735811,NA
15.2531396254,27.463742118
9.9529772515,13.6073257645
NA,NA
22.9741314904,95.7360875593
18.3663177361,30.7352449903
34.0933924231,81.7424336927
45.5839214671,49.7147129833
28.4629431602,42.2445201059
45.7051123631,86.1335108712
232.542319757,265.150425309
44.2581808397,66.7587533907
4.73330257501,10.5446836313
36.3664144329,39.2492701391
32.702168754,50.1162060886
52.9013137033,57.5687828977
14.5539875536,28.6634734288
67.6832999662,89.7061101746
0.943492744485,200.176080508
16.8477902155,40.8269196864
19.1497049363,34.1583763785
39.4176488222,42.2296583263
30.6153780259,62.2945676534
16.3117064207,51.8602809542
30.8201587925,NA
3.77562852202,48.0735948115
35.7922013448,45.6499831801
23.8581971315,NA
20.428014553,56.1131806037
41.2537451468,103.254243457
49.6467313719,50.0451685656
43.7923136792,79.5980971733
6.85953342111,45.4404826509
9.57413524001,61.1285210695
81.5470351141,91.0348165466
27.2088914356,36.9591786061
3.91691258453,4.41882294579
14.32326183,16.2570035618
37.6586627927,58.6359318619
4.72301610382,20.725419659
10.2714882808,46.1383068017
9.90726129386,36.1614185886
85.7529535411,194.128775399
29.1687600987,NA
3.70689781799,18.3182122301
111.969025086,171.512716751
33.2761034536,NA
39.0631457051,65.7349236988
8.3994681241,16.317182951
75.958263498,104.632463972
39.0086761475,275.032871157
0.724166950869,12.5924676204
27.3631193051,76.5205796326
54.6828470605,66.5848329256
46.5277939195,55.6557447308
11.6393979659,174.861407936
19.2574885618,20.0133819175
6.48428748456,77.6447811995
21.1121488251,26.2060350202
8.276029209,152.306977825
19.8057148018,52.0213659566
31.5204915313,54.2296513197
10.6261454604,40.1820493702
16.7352806239,382.027146099
21.0307288912,27.0370162411
7.32400036005,16.9443391734
29.3223330447,70.925667157
35.6832044567,54.1195800563
24.1913674252,107.458123319
43.8315999699,55.3732953143
0.147456848459,26.3444842114
163.97277384,NA
16.2013920252,91.6739304889
11.3196100046,51.1737989844
113.813332611,139.526076009
4.06047163223,20.6987563858
39.8837887211,47.9529590014
9.55541087627,19.4548844329
2.60680480293,19.270070788
22.6037507303,33.6565077872
323.730694732,NA
44.2379034273,67.0260986218
48.0837098355,63.9144266812
14.4967978985,53.3244282241
55.439967682,78.0036248278
122.888533971,127.204987462
152.70912205,179.72359525
82.6607459099,500.776386806
76.7421764817,273.441558732
56.8372777329,59.5299397573
7.78102894305,62.2165979195
38.4673354014,84.4943046738
63.8038422857,73.3502925805
16.3627346969,NA
25.2251939747,129.689349194
78.3031044922,NA
9.25678360764,29.1251734984
10.0792188034,11.6355422873
30.3888032349,70.0532639116
99.5340835647,129.885206133
63.538430174,111.509789988
53.12510186,82.031361915
83.4092268942,127.756881087
9.83499196044,36.5268995577
67.915066357,NA
146.146746363,322.569243235
25.6820441778,34.354330839
154.018551732,176.133446954
59.2255768,111.785929386
28.1014698582,NA
19.0240711741,26.6997111362
55.1328321458,NA
63.2471218402,73.0035428846
58.6119942574,NA
32.0641708855,42.9058640711
6.7193327378,59.3717807398
46.2368359977,55.2039782998
12.6412484221,43.3354824166
292.326102613,298.112054403
90.093505388,NA
135.361398926,143.150049292
71.558966058,83.316064419
4.59849532564,40.2804519313
88.5279080509,NA
22.3804528221,51.8302281704
15.0093516369,29.9927844426
16.0117250434,162.516520747
49.7900819987,64.3030573303
5.8647283835,16.6442959373
44.086489585,58.6299013724
83.4265941101,105.344945119
24.5698237318,26.1790828108
58.3489296917,NA
60.8551868585,70.324306721
27.2182775828,42.44929344
235.938451376,259.888367199
89.4834992054,101.115698713
25.2132034099,229.83424247
12.6513085231,170.930596156
68.7393523144,113.42809264
15.9874515728,254.936997291
22.6413812134,29.0814998082
19.1214713222,99.7502941039
39.9422875357,NA
2.42977121321,16.2765290144
17.6112164086,88.3290825178
32.5686956797,NA
7.85423811945,116.617093497
9.64307246481,12.8453845325
45.5138542899,67.1483651155
23.5327680971,29.6944320214
16.1447898835,NA
11.4220536579,33.9555447556
13.2072768198,66.6883880072
32.21795387,53.4186497298
120.966850756,131.344387647
53.0317120636,172.25839816
2.80091020584,41.4231248026
341.055680038,NA
51.6172522714,53.1378749906
2.84431316376,NA
16.373919014,48.0488175128
76.1021112796,92.3893168364
30.9065050768,74.3667733935
82.0843428622,131.046730968
52.9659400704,115.828599466
5.23979248767,8.57094303337
43.1689249338,62.0326541751
17.5860670359,46.0515152572
56.5345454298,66.6668393844
4.5796561458,68.8914468219
147.681677475,169.669061988
190.540691845,229.276436087
40.7152690304,43.4485617523
18.47115262,NA
41.3407837865,267.745258806
33.7459737981,87.0790024657
137.785951551,NA
13.0730895447,57.6429144982
20.3688131803,31.4880539572
2.7109623925,6.49448586599
16.5038733857,83.557130327
85.7549041797,92.2896972706
37.3344353798,38.1845537605
23.3177842274,95.5808090496
22.6900141039,94.8094930663
26.9258421604,46.7520616743
118.692402897,NA
22.4151680372,67.030756688
7.32165904614,17.3165607752
7.51699638841,31.5234190233
24.3549690022,25.7869978662
34.8496007368,44.8692124914
10.6136050022,75.1230338044
18.1219805219,89.4912242387
16.3105264426,265.174563552
35.2110658704,100.328028228
31.0945960214,107.658483983
11.9714260887,70.6653690733
23.4415643158,25.87667891
20.3987566049,22.7242889445
18.3921713212,81.5644251747
12.7706608386,391.807948694
10.0639030892,102.005902084
31.6679429705,53.818039338
46.5552749759,63.7464953671
22.0986663596,94.3546808943
25.2784397582,39.7493945972
24.6808591812,27.1927437586
86.5520522833,117.311738722
77.9722446707,111.842520355
70.2170369453,96.0346765406
30.9258840621,NA
21.8229502007,56.6008717402
72.4055409856,110.623746262
72.5989065302,78.8595119247
134.423868174,NA
34.4492180241,65.3594020374
15.9316538583,17.040398902
59.7710426318,104.585378476
15.5360715974,NA
76.5266288707,NA
130.446797607,378.000269952
32.129136645,51.6920581422
35.3194748347,102.102584281
9.63245356672,64.7950905547
44.5555122331,62.0123331433
48.0980899576,58.2603843998
4.15723705412,61.5309595408
5.82966964219,31.9663986645
6.00788187394,NA
12.4486179133,14.3848993057
17.8483070106,43.0477307498
97.4689744263,103.721799769
9.61284082327,24.7882099145
118.230131153,118.756056607
22.6999123175,23.0170505878
24.9461237007,25.7768268154
26.978666169,NA
2.83708154932,76.4107739754
40.4274923549,101.306279547
11.3924172302,15.8759230442
2.77148356668,6.48650210049
62.510938977,66.0205623647
31.9167143988,58.7692611868
24.2810846954,29.7471543434
112.129276921,NA
20.4766042785,49.8231868019
2.6821107661,15.7246474637
10.148073745,20.0554159392
3.61040305053,18.7314599648
125.736865751,202.204514974
16.9173502765,359.603520486
22.8696038081,67.671222626
26.6118232534,60.7305317861
36.7246294584,NA
19.5030787678,92.938932911
20.3058890166,34.4193427929
17.5495493371,87.3118049815
41.4331133285,46.2558538149
52.3331637604,208.781605587
0.226244606367,48.1355852946
NA,NA
128.154570948,NA
45.0407599051,45.8004609138
13.6536320747,30.5886402197
2.54107584123,53.7787583235
9.32197407734,22.910897623
45.216563119,77.5761080221
18.1219163618,77.8877819607
17.4011096281,41.2714450768
42.1610011414,231.061683231
1.5135166891,37.7367852124
25.3691192392,36.3631497379
7.7524029329,40.9852822782
16.9041368552,16.9878602913
36.8946600504,42.4998516304
41.246982425,58.1825292202
