0.,1.0315234409280182e-26
10.,1.0961807159030283e-22
20.,3.5892498560675043e-19
30.,4.0504061487197626e-16
40.,1.743377955182309e-13
50.,3.1370241287805255e-11
60.,2.5640230052678908e-9
70.,1.026167389582522e-7
80.,2.15239377509986e-6
90.,0.00002516529365814285
100.,0.00017362254127241316
110.,0.0007484434120062177
120.,0.0021536733620885666
130.,0.004479313258556792
140.,0.0073214236896028805
150.,0.010112885219903393
160.,0.01245943391807155
170.,0.014203176900850965
180.,0.015344530878883857
190.,0.015958755154952358
200.,0.01614445578388519
210.,0.015998461995773587
220.,0.015605770394906597
230.,0.01503685997657825
240.,0.014348231213823132
250.,0.013584148962837564
260.,0.012778667878463377
270.,0.011957551855455842
280.,0.01113994752932967
290.,0.010339783086736004
300.,0.009566909953056969
310.,0.008828021211116695
320.,0.008127383480327008
330.,0.007467416300555915
340.,0.006849148465062315
350.,0.0062725758648747125
360.,0.005736940918589559
370.,0.005240949794725465
380.,0.004782940415179507
390.,0.004361011601549564
400.,0.00397312160720185
410.,0.0036171625807223337
420.,0.0032910161525494357
430.,0.002992594259247582
440.,0.0027198684636719245
450.,0.0024708903492101884
460.,0.002243805026232091
470.,0.0020368593599981383
480.,0.001848406188660703
490.,0.0016769055294532697
500.,0.0015209235563015799
510.,0.001379129961484977
520.,0.0012502941785745016
530.,0.0011332808364919577
540.,0.0010270447294651668
550.,0.0009306255203617268
560.,0.0008431423417553882
570.,0.0007637884172381793
580.,0.0006918257926427409
590.,0.0006265802411513294
600.,0.0005674363862776418
610.,0.0005138330712458794
620.,0.00046525899142375925
630.,0.0004212485974452484
640.,0.000381378269887362
650.,0.00034526276136596397
660.,0.00031255189830683056
670.,0.00028292753212594496
680.,0.0002561007278744709
690.,0.00023180917737602232
700.,0.00020981482335327893
710.,0.00018990168088613165
720.,0.00017187384266830467
730.,0.00015555365485816274
740.,0.00014078005079286722
750.,0.00012740703040698336
760.,0.00011530227383124976
770.,0.00010434587831702076
780.,0.00009442920831596857
790.,0.00008545384922732488
800.,0.00007733065599471077
810.,0.00006997888838315022
820.,0.00006332542538843499
830.,0.000057304051821821715
840.,0.00005185481067084576
850.,0.00004692341536072827
860.,0.000042460716530230525
870.,0.00003842221839129785
880.,0.0000347676401643584
890.,0.00003146051847194535
900.,0.00002846784693386332
910.,0.000025759749539043718
920.,0.00002330918467421745
930.,0.00002109167696929351
940.,0.000019085074375585075
950.,0.000017269328127432493
960.,0.00001562629345196006
970.,0.000014139549087213067
980.,0.000012794233847219207
990.,0.000011576898634992652
1000.,0.00001047537245244585
