0.,10000.
5.,8607.079764250577
10.,7408.182206817177
15.,6376.28151621773
20.,5488.116360940262
25.,4723.665527410144
30.,4065.6965974059876
35.,3499.3774911115506
40.,3011.9421191220176
45.,2592.4026064589116
50.,2231.3016014842956
55.,1920.4990862075383
60.,1652.9888822158628
65.,1422.740715865133
70.,1224.5642825298169
75.,1053.9922456186416
80.,907.179532894123
85.,780.8166600115296
90.,672.055127397496
95.,578.4432087483833
100.,497.8706836786381
105.,428.5212686704005
110.,368.831674012399
115.,317.45636378067854
120.,273.2372244729247
125.,235.17745856009023
130.,202.4191144580432
135.,174.22374639493452
140.,149.9557682047765
145.,129.06812580479814
150.,111.08996538242266
155.,95.6160193054347
160.,82.29747049019994
165.,70.83408929052088
170.,60.967465655156055
175.,52.47518399181361
180.,45.16580942612646
185.,38.87457243476109
190.,33.45965457471257
195.,28.79899158088228
200.,24.78752176666345
