0,0.02255936833428073
10,0.01971902764769302
20,0.016267871442192192
30,0.012859129701174817
40,0.009862482116216615
50,0.007414667612771926
60,0.005508835541225061
70,0.004070508092765634
80,0.0030058755018508862
90,0.0022264432242205647
100,0.0016585518654113564
110,0.0012449215641315674
120,0.000942759924026219
130,0.0007208551576187884
140,0.0005567535509493789
150,0.0004344138285074824
160,0.0003424014478402324
170,0.00027255681647456355
180,0.00021903730523202924
190,0.00017763797785001992
200,0.0001453135683861723
400,8.052403288390145e-6
600,9.573746202985041e-7
